"","perc_on_1","perc_on_2","perc_on_3","perc_on_4","perc_on_5","perc_on_6","perc_on_7","perc_on_8","perc_off_1","perc_off_2","perc_off_3","perc_off_4","perc_off_5","perc_off_6","perc_off_7","perc_off_8","hostile_online1","hostile_online2","hostile_online3","hostile_online4","hostile_online5","hostile_online6","hostile_offline1","hostile_offline2","hostile_offline3","hostile_offline4","witness_on_1","witness_on_2","witness_on_3","witness_off_1","witness_off_2","witness_off_3","perc_on","perc_off","hostile_online","hostile_offline","pid","highered","female","white","age","id","online_first"
"13",0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.5,0.5,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.583333333333333,0.5,0.833333333333333,0.5,"Republican",1,1,0,40,13,0
"14",0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.5,0,0.166666666666667,0.333333333333333,0,0.166666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229166666666667,0.291666666666667,0,0,"Republican",0,1,1,67,14,1
"15",0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.833333333333333,1,0.833333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.666666666666667,1,1,1,0.166666666666667,0,0.666666666666667,0,0.666666666666667,0,0.666666666666667,0,0.166666666666667,0,0.666666666666667,0.333333333333333,0,0.5,0.5,0,0.770833333333333,0.770833333333333,0.25,0.208333333333333,"Democrat",1,0,1,31,15,1
"16",0.166666666666667,0.833333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.520833333333333,0.416666666666667,0.111111111111111,0.125,"Democrat",1,0,1,35,16,1
"17",0,0,0,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.166666666666667,0.666666666666667,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.166666666666667,0.333333333333333,0.333333333333333,0.208333333333333,0.229166666666667,0,0,"Democrat",1,1,1,62,17,0
"18",0,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0.166666666666667,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.229166666666667,0.145833333333333,0,0,"Democrat",0,0,0,30,18,1
"19",0.166666666666667,0.166666666666667,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.833333333333333,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.270833333333333,0.208333333333333,0,0.0833333333333333,"Democrat",1,1,1,24,19,1
"20",0,0,0,0,0,1,1,1,0,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,1,1,0.833333333333333,0,0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.375,0.458333333333333,0.0277777777777778,0,"Democrat",1,0,1,33,20,1
"21",0,0,0.166666666666667,0,0.166666666666667,0.833333333333333,1,0.833333333333333,0,0.333333333333333,0,0.166666666666667,0.166666666666667,1,1,0.5,0,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.333333333333333,0.333333333333333,0.375,0.395833333333333,0,0.0416666666666667,"Republican",0,1,1,39,21,0
"22",0.833333333333333,0.666666666666667,0,0,0.166666666666667,1,0.666666666666667,0.833333333333333,0.5,0.666666666666667,0.833333333333333,0,0,0.666666666666667,0.666666666666667,1,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0.520833333333333,0.541666666666667,0,0.0833333333333333,"Republican",0,1,1,44,22,0
"23",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.458333333333333,0.458333333333333,0.333333333333333,0.375,"Republican",0,0,1,32,23,0
"24",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.458333333333333,0.416666666666667,0.333333333333333,0.166666666666667,"Democrat",0,0,0,36,24,0
"25",0,0,0,0,0,0.833333333333333,0.333333333333333,1,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.833333333333333,0.833333333333333,1,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.270833333333333,0.395833333333333,0.0277777777777778,0,"Democrat",0,0,1,71,26,1
"26",0.666666666666667,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667,0.833333333333333,0.333333333333333,1,0,0,0.5,0,0.166666666666667,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.3125,0.375,0.111111111111111,0,"Republican",0,1,1,59,27,0
"27",0,0,0,0,0,1,1,1,0.666666666666667,0.166666666666667,0,0,0,1,1,0.166666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0.375,0.375,0,0,"Independent",0,0,1,61,28,0
"28",0.166666666666667,0,0.166666666666667,0,0,1,0.833333333333333,0.833333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0,0,0.833333333333333,0.166666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0.375,0.291666666666667,0,0,"Democrat",0,1,1,71,29,0
"29",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0.375,0.375,0.0277777777777778,0,"Democrat",0,1,0,68,30,1
"30",0,0,0,0,0,1,1,1,0,0,0.166666666666667,0,0,1,1,1,0,0,0.5,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0.375,0.395833333333333,0.0833333333333333,0.208333333333333,"Democrat",0,0,1,34,31,0
"31",0,0,0,0.333333333333333,0,0.666666666666667,0.5,0.666666666666667,0.166666666666667,0,0,0.666666666666667,0,0.666666666666667,0.5,0.5,0,0,0.333333333333333,0,0,0,0.5,0,0,0,0.166666666666667,0,0.333333333333333,0,0,0,0.270833333333333,0.3125,0.0555555555555556,0.125,"Democrat",0,1,0,24,32,0
"32",0.166666666666667,0.333333333333333,0,0.166666666666667,0.333333333333333,0.833333333333333,0.5,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0.5,0.5,0.166666666666667,0.333333333333333,0.333333333333333,0.395833333333333,0.291666666666667,0.0277777777777778,0.0833333333333333,"Democrat",0,0,1,24,33,1
"33",0,0,0.166666666666667,0,0,0.333333333333333,1,0.833333333333333,0,0,0.166666666666667,0,0.166666666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0.416666666666667,0,0,"Independent",1,1,0,33,34,0
"34",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.5,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.395833333333333,0.395833333333333,0,0,"Republican",0,1,1,64,35,1
"35",0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.166666666666667,1,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0,0.666666666666667,0.666666666666667,1,0,0,0.833333333333333,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.4375,0.416666666666667,0.194444444444444,0.0416666666666667,"Democrat",1,1,1,74,36,1
"36",0.333333333333333,0.666666666666667,0.5,0.666666666666667,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.833333333333333,0.5,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.5,0.520833333333333,0.75,0.291666666666667,"Republican",1,0,1,55,37,0
"37",0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0,0,0,0,0,1,1,1,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.395833333333333,0.375,0.0555555555555556,0,"Democrat",0,1,0,63,39,1
"38",0.666666666666667,0,0,0.333333333333333,0.833333333333333,0.666666666666667,0.5,0,0.833333333333333,0.833333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.166666666666667,1,0.666666666666667,0.166666666666667,0.375,0.5,0.0555555555555556,0.0833333333333333,"Democrat",1,0,1,55,40,0
"39",0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.833333333333333,0.666666666666667,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.416666666666667,0.4375,0.194444444444444,0.291666666666667,"Democrat",1,1,1,22,41,1
"40",0,0.166666666666667,0,0,0.166666666666667,0.333333333333333,0.666666666666667,1,0,0,0,0,0,0.333333333333333,0.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.5,0,0,0,0.291666666666667,0.208333333333333,0,0,"Republican",0,1,1,36,42,1
"41",0,0.333333333333333,0.333333333333333,0.166666666666667,0,0.666666666666667,0.833333333333333,0.833333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.166666666666667,0,0,0,0.333333333333333,0.166666666666667,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.395833333333333,0.354166666666667,0.0277777777777778,0.125,"Republican",0,1,1,61,43,1
"42",0.166666666666667,0.5,0.5,0.166666666666667,0,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0.5,0.333333333333333,0,0.166666666666667,0.833333333333333,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.4375,0.416666666666667,0,0.0416666666666667,"Republican",1,1,1,22,44,0
"43",0,0,0.166666666666667,0,0,1,1,1,0.333333333333333,0.333333333333333,0.5,0.166666666666667,0.166666666666667,0.5,0.833333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.395833333333333,0.4375,0,0,"Democrat",0,1,0,21,45,0
"44",0.833333333333333,0.833333333333333,1,0.833333333333333,0.833333333333333,0,0,0.333333333333333,1,0.833333333333333,0.666666666666667,1,0.833333333333333,0.166666666666667,0,0.166666666666667,1,1,0.833333333333333,0.833333333333333,0.666666666666667,0.833333333333333,1,0.833333333333333,0.833333333333333,0.666666666666667,1,0.833333333333333,1,1,0.833333333333333,1,0.583333333333333,0.583333333333333,0.861111111111111,0.833333333333333,"Republican",1,0,1,49,46,1
"45",0.5,0.5,0.5,0.333333333333333,0.5,0.833333333333333,0.833333333333333,0.5,0.166666666666667,0.5,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0.333333333333333,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.541666666666667,0.416666666666667,0.166666666666667,"Democrat",0,0,0,60,47,0
"46",0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.666666666666667,0.833333333333333,0.5625,0.604166666666667,0.777777777777778,0.75,"Democrat",1,0,0,28,49,0
"47",0,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.666666666666667,1,0.833333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667,0.333333333333333,1,0.833333333333333,0.833333333333333,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.4375,0.458333333333333,0.0277777777777778,0.125,"Democrat",0,1,0,55,50,1
"48",0,0.166666666666667,0.166666666666667,0,0.333333333333333,1,0.666666666666667,1,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.5,0.666666666666667,0,0.166666666666667,0,0.166666666666667,0,0,0.833333333333333,0.166666666666667,0,0,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.375,0.0555555555555556,0.25,"Independent",0,0,1,48,51,0
"49",0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,1,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0.666666666666667,0.833333333333333,0.333333333333333,0.666666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.666666666666667,0,0.666666666666667,0.166666666666667,0.166666666666667,0.5,0.5,0.291666666666667,0.4375,0.222222222222222,0.375,"Republican",1,0,1,39,52,1
"50",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.833333333333333,0.5,0.5,1,0.5,1,0.5,0.5,0.833333333333333,1,0.333333333333333,0.333333333333333,0.5,0.5,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.166666666666667,0,0.5,0,0,0.5,0.5,0,0.666666666666667,0.666666666666667,0.520833333333333,0.625,0.583333333333333,0.166666666666667,"Democrat",0,0,1,32,53,0
"51",0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.5,0.666666666666667,0.5,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0.166666666666667,0.833333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.166666666666667,0,0.166666666666667,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.5,0.5,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.5,0.333333333333333,0.520833333333333,0.479166666666667,0.361111111111111,0.583333333333333,"Democrat",1,1,0,26,54,0
"52",0.333333333333333,0.5,0.166666666666667,0.333333333333333,0.333333333333333,0.5,0.833333333333333,1,0,0,0,0,0,1,1,1,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0.5,0.375,0.0277777777777778,0,"Independent",0,1,1,39,55,1
"53",0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.5,0.333333333333333,0.5,0,0.166666666666667,0.666666666666667,0.166666666666667,0.666666666666667,0.666666666666667,0.5,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.833333333333333,0,0.833333333333333,0.166666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.479166666666667,0.395833333333333,0.388888888888889,0.333333333333333,"Democrat",0,0,0,19,56,1
"54",0.5,0.5,0.166666666666667,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.833333333333333,0.666666666666667,0.666666666666667,0.166666666666667,0.5,1,0.833333333333333,0.5,0.5,0,0.666666666666667,0.5,0.166666666666667,0,0.833333333333333,0.5,0.333333333333333,1,0.833333333333333,0.5,0.666666666666667,0.166666666666667,0.833333333333333,0.5,0.333333333333333,0.5625,0.604166666666667,0.361111111111111,0.666666666666667,"Democrat",0,1,0,32,57,1
"55",0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.333333333333333,0.5,0.333333333333333,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.5,0.333333333333333,0.666666666666667,0.5,0.333333333333333,0.5,0.333333333333333,0.666666666666667,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.5625,0.5,0.472222222222222,0.375,"Democrat",0,1,0,32,58,0
"56",0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.0277777777777778,0,"Democrat",0,1,1,66,59,0
"57",0.666666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.166666666666667,0,0.5,0.166666666666667,0,0.5,0.666666666666667,0.833333333333333,0,0,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.395833333333333,0.354166666666667,0,0.0416666666666667,"Republican",0,1,1,30,60,1
"58",0.5,0.833333333333333,0.5,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.5,0.666666666666667,0.5,0.333333333333333,0.5,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667,1,0.666666666666667,0.5,0.5,0.333333333333333,0.666666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.583333333333333,0.458333333333333,0.527777777777778,0.5,"Republican",0,0,1,53,61,1
"59",0.333333333333333,0.166666666666667,0.166666666666667,0.5,0.166666666666667,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.166666666666667,0.5,0.166666666666667,0.333333333333333,0.833333333333333,0.666666666666667,0.833333333333333,0.166666666666667,0.5,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0.833333333333333,0.833333333333333,0.166666666666667,0.666666666666667,0.833333333333333,0.333333333333333,0.479166666666667,0.25,0.0833333333333333,"Republican",1,1,1,28,62,0
"60",0.5,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.166666666666667,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0.5,0.833333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.479166666666667,0.375,0.5,0.5,"Independent",1,0,1,39,63,0
"61",0,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.5,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.5,0.5,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.395833333333333,0.375,0.472222222222222,0.458333333333333,"Democrat",1,0,1,26,64,1
"62",0,0,0.166666666666667,0,0,0.833333333333333,1,0.833333333333333,0,0,0.166666666666667,0,0,1,1,1,0,0.5,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0.354166666666667,0.395833333333333,0.138888888888889,0,"Republican",0,0,0,21,65,1
"63",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.666666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.479166666666667,0.458333333333333,0.361111111111111,0.541666666666667,"Democrat",1,1,1,31,66,1
"64",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.333333333333333,0.5,0.833333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.4375,0.458333333333333,0.25,0,"Democrat",0,0,1,33,67,0
